ID,player_name,origin_league,origin_club_tier,age,transfer_price,year,arrival_league,arrival_club_tier,grouping_positions,overall_app,overall_gls,height,nationality
395,Javi García,Liga Nos,Tier_1,U25,40Mto10M,2012,Premier League,Tier_1,CDM,256,20,1.87,Spain
558,Javi García,Premier League,Tier_1,U30,40Mto10M,2014,Premier Liga,Tier_1,CDM,329,26,1.87,Spain
4490,Javi García,Premier Liga,Tier_1,U30,10Mto1M,2017,Primera Division,Tier_2,CDM,381,27,1.87,Spain
679,Klaas-Jan Huntelaar,Primera Division,Tier_1,U25,40Mto10M,2009,Serie A,Tier_1,CF,203,143,1.86,Netherlands
714,Klaas-Jan Huntelaar,Serie A,Tier_1,U30,40Mto10M,2010,1 Bundesliga,Tier_2,CF,403,232,1.86,Netherlands
5502,Duda,Primera Division,Tier_1,U30,Below1M,2009,Primera Division,Tier_2,LW,407,51,,Portugal
4101,Morgan De Sanctis,Primera Division,Tier_1,A30,10Mto1M,2009,Serie A,Tier_1,GK,457,0,1.9,Italy
5870,Morgan De Sanctis,Serie A,Tier_1,A30,Below1M,2013,Serie A,Tier_1,GK,528,0,1.9,Italy
1901,Kyle Naughton,Premier League,Tier_3,U21,10Mto1M,2009,Premier League,Tier_1,RB,100,1,1.8,England
1690,Kyle Naughton,Premier League,Tier_1,U30,10Mto1M,2014,Premier League,Tier_2,RB,,,1.8,England
1903,Kyle Walker,Premier League,Tier_3,U21,10Mto1M,2009,Premier League,Tier_1,RB,194,4,1.78,England
53,Kyle Walker,Premier League,Tier_1,U30,80Mto40M,2017,Premier League,Tier_1,RB,341,7,1.78,England
3666,Matthew Kilgallon,Premier League,Tier_3,U30,10Mto1M,2009,Premier League,Tier_2,CB,,,1.88,England
4593,Andrew Surman,Premier League,Tier_1,U25,10Mto1M,2009,Premier League,Tier_2,CM,178,23,1.778,England
2918,Míchel,Liga Nos,Tier_2,U25,10Mto1M,2009,Premier League,Tier_3,CM,,,1.83,Spain
5949,Míchel,Primera Division,Tier_3,U25,Below1M,2013,Primera Division,Tier_1,CAM,,,1.83,Spain
4002,Dorin Goian,Other,Tier_4,U30,10Mto1M,2009,Serie A,Tier_2,CB,270,13,1.94,Romania
6601,Sorin Ghionea,Other,Tier_4,U30,Below1M,2009,Premier Liga,Tier_3,CB,,,1.87,Romania
5972,Kamohelo Mokotjo,Other,Tier_4,U21,Below1M,2009,Eredivisie,Tier_3,CDM,36,0,1.7,South Africa
4344,Kamohelo Mokotjo,Eredivisie,Tier_4,U25,10Mto1M,2014,Eredivisie,Tier_3,CDM,185,6,1.7,South Africa
1366,Cédric Carrasso,Ligue 1,Tier_3,U30,10Mto1M,2009,Ligue 1,Tier_2,GK,378,0,1.87,France
2815,Hérita Ilunga,Ligue 1,Tier_3,U30,10Mto1M,2009,Premier League,Tier_1,LB,,,1.8,DR Congo
2718,Emiliano Moretti,Ligue 1,Tier_1,U30,10Mto1M,2009,Serie A,Tier_1,CB,332,6,1.87,Italy
5510,Emiliano Moretti,Serie A,Tier_1,A30,Below1M,2013,Serie A,Tier_2,CB,507,11,1.87,Italy
671,Raúl Albiol,Ligue 1,Tier_1,U25,40Mto10M,2009,Primera Division,Tier_1,CB,264,9,1.9,Spain
913,Raúl Albiol,Primera Division,Tier_1,U30,40Mto10M,2013,Serie A,Tier_1,CB,444,15,1.9,Spain
2176,Raúl Albiol,Serie A,Tier_1,A30,10Mto1M,2019,Primera Division,Tier_1,CB,470,16,1.9,Spain
1926,James Collins,Premier League,Tier_1,U30,10Mto1M,2009,Premier League,Tier_1,CB,0,0,1.88,Republic of Ireland
2954,James Collins,Premier League,Tier_1,U30,10Mto1M,2012,Premier League,Tier_1,CB,128,43,1.88,Republic of Ireland
1760,Savio Nsereko,Premier League,Tier_1,U21,10Mto1M,2009,Serie A,Tier_1,RW,32,3,1.76,Germany
227,Carlos Tévez,Premier League,Tier_1,U25,40Mto10M,2009,Premier League,Tier_1,CF,315,135,1.73,Argentina
1248,Carlos Tévez,Premier League,Tier_1,U30,10Mto1M,2013,Serie A,Tier_1,CF,381,174,1.73,Argentina
4828,Fabian Johnson,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_1,LW,149,5,1.83,United States
5457,Fabian Johnson,1 Bundesliga,Tier_1,U25,Below1M,2011,1 Bundesliga,Tier_2,LW,236,10,1.83,United States
4283,Sven Bender,Other,Tier_4,U21,10Mto1M,2009,1 Bundesliga,Tier_1,CB,90,4,1.86,Germany
821,Sven Bender,1 Bundesliga,Tier_1,U30,40Mto10M,2017,1 Bundesliga,Tier_1,CB,325,10,1.86,Germany
3380,Lars Bender,Other,Tier_4,U21,10Mto1M,2009,1 Bundesliga,Tier_1,CDM,298,25,1.85,Germany
1338,Marko Marin,1 Bundesliga,Tier_2,U21,10Mto1M,2009,1 Bundesliga,Tier_2,CAM,171,19,1.7,Germany
1392,Marko Marin,1 Bundesliga,Tier_2,U25,10Mto1M,2012,Premier League,Tier_1,CAM,177,20,1.7,Germany
2278,Maicosuel,Other,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_2,LW,102,15,1.8,
2012,Maicosuel,Other,Tier_4,U30,10Mto1M,2012,Serie A,Tier_2,LW,222,41,1.8,
729,Keirrison,Other,Tier_4,U21,40Mto10M,2009,Primera Division,Tier_1,CF,70,38,1.84,
2551,Maicón,Other,Tier_4,U21,10Mto1M,2009,Premier Liga,Tier_2,LW,,,1.84,Brazil
1709,Souleymane Diawara,Ligue 1,Tier_2,U30,10Mto1M,2009,Ligue 1,Tier_1,CB,428,17,1.87,Senegal
2522,Gabriel Obertan,Ligue 1,Tier_2,U21,10Mto1M,2009,Premier League,Tier_1,RW,69,4,1.8542,France
2906,Gabriel Obertan,Premier League,Tier_1,U25,10Mto1M,2011,Premier League,Tier_1,RW,141,6,1.8542,France
5750,Mathieu Valverde,Ligue 1,Tier_2,U30,Below1M,2009,Ligue 1,Tier_4,GK,31,0,1.85,
2572,Esteban Granero,Primera Division,Tier_3,U25,10Mto1M,2009,Primera Division,Tier_1,CM,214,25,1.8,Spain
1393,Esteban Granero,Primera Division,Tier_1,U25,10Mto1M,2012,Premier League,Tier_2,CM,239,26,1.8,Spain
2580,Esteban Granero,Premier League,Tier_2,U30,10Mto1M,2014,Primera Division,Tier_2,CM,310,26,1.8,Spain
1977,Ikechukwu Uche,Primera Division,Tier_3,U25,10Mto1M,2009,Primera Division,Tier_3,CF,234,64,1.71,Nigeria
2154,Ikechukwu Uche,Primera Division,Tier_3,U30,10Mto1M,2011,Primera Division,Tier_1,CF,319,97,1.71,Nigeria
1480,Danijel Pranjic,Eredivisie,Tier_3,U30,10Mto1M,2009,1 Bundesliga,Tier_1,LB,,,1.71,Croatia
5709,Ragnar Klavan,Eredivisie,Tier_4,U25,Below1M,2009,Eredivisie,Tier_3,CB,196,19,1.87,Estonia
6306,Ragnar Klavan,Eredivisie,Tier_3,U30,Below1M,2012,1 Bundesliga,Tier_3,CB,387,23,1.87,Estonia
2119,Ragnar Klavan,1 Bundesliga,Tier_3,U30,10Mto1M,2016,Premier League,Tier_1,CB,426,24,1.87,Estonia
4680,Ragnar Klavan,Premier League,Tier_1,A30,10Mto1M,2018,Serie A,Tier_2,CB,463,24,1.87,Estonia
5213,Jan Wuytens,Eredivisie,Tier_4,U25,Below1M,2009,Eredivisie,Tier_3,CB,205,11,1.89,
1560,Josip Simunic,1 Bundesliga,Tier_3,A30,10Mto1M,2009,1 Bundesliga,Tier_2,CB,,,1.95,Croatia
3379,Stefano Celozzi,Other,Tier_4,U21,10Mto1M,2009,1 Bundesliga,Tier_2,RB,109,3,1.71,Germany
5385,Maik Franz,Other,Tier_4,U30,Below1M,2009,1 Bundesliga,Tier_2,CB,,,1.9,Germany Team 6
2270,Franco Zuculini,Other,Tier_4,U21,10Mto1M,2009,1 Bundesliga,Tier_2,CM,45,3,1.75,Argentina
5304,Franco Sosa,Other,Tier_4,U30,Below1M,2009,Ligue 1,Tier_3,RB,,,,
4358,José Shaffer,Other,Tier_4,U25,10Mto1M,2009,Liga Nos,Tier_1,LB,48,0,1.75,
2774,Sekou Cissé,Eredivisie,Tier_4,U25,10Mto1M,2009,Eredivisie,Tier_3,CF,192,39,1.84,Ivory Coast
4197,Marcel Meeuwis,Eredivisie,Tier_4,U30,10Mto1M,2009,1 Bundesliga,Tier_2,CDM,241,21,1.72,
3916,Stefan Maierhofer,Other,Tier_4,U30,10Mto1M,2009,Premier League,Tier_2,CF,197,86,2.02,Austria
2180,Erwin Hoffer,Other,Tier_4,U25,10Mto1M,2009,Serie A,Tier_1,CF,114,45,1.76,Austria
2525,Stephen Hunt,Premier League,Tier_4,U30,10Mto1M,2009,Premier League,Tier_2,LW,320,48,1.72,Republic of Ireland
2734,Stephen Hunt,Premier League,Tier_2,U30,10Mto1M,2010,Premier League,Tier_2,LW,376,55,1.72,Republic of Ireland
1484,Kevin Doyle,Premier League,Tier_4,U25,10Mto1M,2009,Premier League,Tier_2,CF,407,110,1.81,Republic of Ireland
2939,André Bikey,Premier League,Tier_4,U25,10Mto1M,2009,Premier League,Tier_2,CB,186,11,1.82,Cameroon
4868,Christopher Schorch,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_3,CB,68,1,1.9,Germany
3160,Alberto Bueno,Other,Tier_4,U21,10Mto1M,2009,Primera Division,Tier_4,CF,185,35,1.78,Spain
5644,Didier Ya Konan,Other,Tier_4,U25,Below1M,2009,1 Bundesliga,Tier_3,CF,251,65,1.74,Ivory Coast
2790,Alexander Tettey,Other,Tier_4,U25,10Mto1M,2009,Ligue 1,Tier_2,CDM,154,16,1.81,Norway
4434,Alexander Tettey,Ligue 1,Tier_2,U30,10Mto1M,2012,Premier League,Tier_3,CDM,369,23,1.81,Norway
6410,Weldon,Other,Tier_4,U30,Below1M,2009,Liga Nos,Tier_1,CF,,,1.84,
2858,Daniele Mannini,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_2,RW,288,29,1.83,
5531,Daniele Mannini,Serie A,Tier_1,U30,Below1M,2011,Serie A,Tier_3,RW,,,1.83,
1904,Roger Johnson,Premier League,Tier_3,U30,10Mto1M,2009,Premier League,Tier_3,CB,352,33,1.905,
1388,Roger Johnson,Premier League,Tier_3,U30,10Mto1M,2011,Premier League,Tier_2,CB,421,35,1.905,
4743,Jordan Lotiès,Ligue 1,Tier_3,U25,10Mto1M,2009,Ligue 1,Tier_4,CB,257,8,1.9,
968,Ismaël Bangoura,Other,Tier_4,U25,10Mto1M,2009,Ligue 1,Tier_2,CF,185,69,,Guinea
1404,Oleksandr Aliiev,Other,Tier_4,U25,10Mto1M,2009,Premier Liga,Tier_2,CAM,,,1.73,Ukraine
4286,Papiss Demba Cissé,Ligue 1,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_3,CF,229,119,1.83,Senegal
873,Papiss Demba Cissé,1 Bundesliga,Tier_3,U30,40Mto10M,2011,Premier League,Tier_1,CF,,,1.83,Senegal
5476,Gaëtan Bong,Ligue 1,Tier_4,U21,Below1M,2009,Ligue 1,Tier_4,LB,159,3,1.87,Cameroon
6132,Alessandro Riedle,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_2,CF,10,3,1.79,Germany
4623,Haris Seferovic,Other,Tier_4,U21,10Mto1M,2009,Serie A,Tier_1,CF,3,0,1.89,Switzerland
3176,Haris Seferovic,Serie A,Tier_1,U21,10Mto1M,2013,Primera Division,Tier_2,CF,44,12,1.89,Switzerland
2949,Haris Seferovic,Primera Division,Tier_2,U25,10Mto1M,2014,1 Bundesliga,Tier_2,CF,154,30,1.89,Switzerland
4756,Fabio Daprelà,Other,Tier_4,U21,10Mto1M,2009,Premier League,Tier_1,CB,35,0,1.8,Switzerland Olympic
5435,Fabio Daprelà,Premier League,Tier_1,U21,Below1M,2010,Serie A,Tier_3,CB,113,5,1.8,Switzerland Olympic
2414,Raúl Bobadilla,Other,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_2,CF,134,52,1.81,Paraguay
4304,Raúl Bobadilla,Other,Tier_4,U30,10Mto1M,2013,1 Bundesliga,Tier_3,CF,175,67,1.81,Paraguay
3807,Raúl Bobadilla,1 Bundesliga,Tier_3,U30,10Mto1M,2017,1 Bundesliga,Tier_2,CF,282,88,1.81,Paraguay
6071,Sandro Wagner,Other,Tier_4,U25,Below1M,2009,1 Bundesliga,Tier_2,CF,,,1.94,Germany
3270,Sandro Wagner,1 Bundesliga,Tier_4,U30,10Mto1M,2016,1 Bundesliga,Tier_2,CF,291,63,1.94,Germany
780,Sandro Wagner,1 Bundesliga,Tier_2,U30,40Mto10M,2017,1 Bundesliga,Tier_1,CF,,,1.94,Germany
5669,Mensur Mujdza,Other,Tier_4,U25,Below1M,2009,1 Bundesliga,Tier_3,RB,260,6,1.85,Bosnia and Herzegovina
474,Kolo Touré,Premier League,Tier_1,U30,40Mto10M,2009,Premier League,Tier_1,CB,,,1.78,Ivory Coast
226,Emmanuel Adebayor,Premier League,Tier_1,U25,40Mto10M,2009,Premier League,Tier_1,CF,260,94,1.91,Togo
1742,Emmanuel Adebayor,Premier League,Tier_1,U30,10Mto1M,2012,Premier League,Tier_1,CF,366,134,1.91,Togo
6656,Ilario Lamberti,Serie A,Tier_2,U21,Below1M,2009,Serie A,Tier_3,GK,47,0,1.88,
3779,Claudio Pizarro,Premier League,Tier_1,U30,10Mto1M,2009,1 Bundesliga,Tier_2,CF,439,199,1.84,Peru
5050,Ben Sahar,Premier League,Tier_1,U21,Below1M,2009,Primera Division,Tier_3,CF,40,8,1.8034,Israel
1367,Dejan Lovren,Other,Tier_4,U21,10Mto1M,2009,Ligue 1,Tier_1,CB,,,1.88,Croatia
1087,Dejan Lovren,Ligue 1,Tier_1,U25,10Mto1M,2013,Premier League,Tier_1,CB,190,6,1.88,Croatia
266,Dejan Lovren,Premier League,Tier_1,U25,40Mto10M,2014,Premier League,Tier_1,CB,320,11,1.88,Croatia
5575,Josip Tadic,Other,Tier_4,U21,Below1M,2009,Ligue 1,Tier_4,CF,127,33,1.87,Croatia
439,Samuel Eto'o,Primera Division,Tier_1,U30,40Mto10M,2009,Serie A,Tier_2,CF,375,198,1.8,Cameroon
3847,Eidur Gudjohnsen,Primera Division,Tier_1,U30,10Mto1M,2009,Ligue 1,Tier_1,CF,362,93,1.8542,Iceland
3486,Eidur Gudjohnsen,Ligue 1,Tier_1,A30,10Mto1M,2010,Premier League,Tier_2,CF,373,94,1.8542,Iceland
1045,Marcus Berg,Eredivisie,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_2,CF,163,58,1.83,Sweden
2036,Réver,Other,Tier_4,U25,10Mto1M,2009,1 Bundesliga,Tier_1,CB,107,9,1.92,Brazil
1762,David Rozehnal,Serie A,Tier_2,U30,10Mto1M,2009,1 Bundesliga,Tier_2,CB,279,5,1.91,Czech Republic
5757,David Rozehnal,1 Bundesliga,Tier_2,U30,Below1M,2011,Ligue 1,Tier_2,CB,354,7,1.91,Czech Republic
1984,Lorenzo De Silvestri,Serie A,Tier_2,U21,10Mto1M,2009,Serie A,Tier_1,RB,121,2,1.86,Italy
3654,Lorenzo De Silvestri,Serie A,Tier_1,U30,10Mto1M,2014,Serie A,Tier_2,RB,230,11,1.86,Italy
2890,Lorenzo De Silvestri,Serie A,Tier_2,U30,10Mto1M,2016,Serie A,Tier_2,RB,325,19,1.86,Italy
5919,Tomás Rincón,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_2,CDM,157,1,1.77,Venezuela
1458,Tomás Rincón,Serie A,Tier_1,U30,10Mto1M,2016,Serie A,Tier_1,CDM,,,1.77,Venezuela
1895,Tomás Rincón,Serie A,Tier_1,U30,10Mto1M,2018,Serie A,Tier_2,CDM,,,1.77,Venezuela
4842,Gary Caldwell,Other,Tier_4,U30,Below1M,2009,Premier League,Tier_3,CB,,,1.8,Scotland B
4790,Massimo Donati,Other,Tier_4,U30,10Mto1M,2009,Serie A,Tier_3,CDM,318,17,1.88,Italy
3765,Danny Fox,Other,Tier_4,U25,10Mto1M,2009,Premier League,Tier_2,LB,186,13,1.83,Scotland
3523,Ángel Lafita,Primera Division,Tier_3,U25,10Mto1M,2009,Primera Division,Tier_3,LW,252,28,1.88,
3444,Fabrice Abriel,Ligue 1,Tier_3,U30,10Mto1M,2009,Ligue 1,Tier_1,CM,353,34,1.76,
3447,Christophe Jallet,Ligue 1,Tier_3,U25,10Mto1M,2009,Ligue 1,Tier_1,RB,338,22,1.78,France
4400,Christophe Jallet,Ligue 1,Tier_1,U30,10Mto1M,2014,Ligue 1,Tier_1,RB,406,25,1.78,France
2486,Michaël Ciani,Ligue 1,Tier_3,U25,10Mto1M,2009,Ligue 1,Tier_2,CB,245,15,1.89,France
4519,Michaël Ciani,Ligue 1,Tier_2,U30,10Mto1M,2012,Serie A,Tier_2,CB,293,16,1.89,France
2714,Mateja Kezman,Other,Tier_4,U30,10Mto1M,2009,Ligue 1,Tier_1,CF,356,195,1.81,Serbia and Montenegro
6382,Maurício,Other,Tier_4,U21,Below1M,2009,Premier Liga,Tier_3,CDM,,,1.85,
5928,Maurício,Other,Tier_4,U25,Below1M,2013,Liga Nos,Tier_2,CB,,,1.85,
3356,Maurício,Liga Nos,Tier_2,U30,10Mto1M,2015,Serie A,Tier_2,CB,,,1.85,
5237,Eliseu,Primera Division,Tier_2,U25,Below1M,2009,Serie A,Tier_2,LB,143,16,1.76,Portugal
3971,Eliseu,Serie A,Tier_2,U30,10Mto1M,2010,Primera Division,Tier_2,LB,164,18,1.76,Portugal
4741,Eliseu,Primera Division,Tier_2,U30,10Mto1M,2014,Liga Nos,Tier_1,LB,355,31,1.76,Portugal
3449,Djamel Bakar,Ligue 1,Tier_1,U21,10Mto1M,2009,Ligue 1,Tier_4,CF,150,13,1.71,Comoros
783,Bafétimbi Gomis,Ligue 1,Tier_2,U25,40Mto10M,2009,Ligue 1,Tier_1,CF,333,110,1.86,France
6002,Jody Viviani,Ligue 1,Tier_2,U30,Below1M,2009,Ligue 1,Tier_4,GK,126,0,1.89,
4951,Daisuke Matsui,Ligue 1,Tier_2,U30,Below1M,2009,Ligue 1,Tier_4,LW,313,37,,Japan
2746,Antonio Mirante,Serie A,Tier_2,U25,10Mto1M,2009,Serie A,Tier_2,GK,300,0,1.93,
2649,Antonio Mirante,Serie A,Tier_2,A30,10Mto1M,2018,Serie A,Tier_1,GK,399,0,1.93,
1647,Hugo Campagnaro,Serie A,Tier_2,U30,10Mto1M,2009,Serie A,Tier_1,CB,386,21,1.81,Argentina
4008,Gennaro Delvecchio,Serie A,Tier_2,A30,10Mto1M,2009,Serie A,Tier_3,CM,318,44,1.86,Italy
6455,Mirko Pieri,Serie A,Tier_2,U30,Below1M,2009,Serie A,Tier_4,LB,413,4,1.83,
2730,Matías Fernández,Primera Division,Tier_1,U25,10Mto1M,2009,Liga Nos,Tier_2,CAM,222,56,1.78,Chile
2980,Matías Fernández,Liga Nos,Tier_2,U30,10Mto1M,2012,Serie A,Tier_1,CAM,318,63,1.78,Chile
1032,Sergio Floccari,Serie A,Tier_2,U30,10Mto1M,2009,Serie A,Tier_1,CF,272,62,1.82,
1316,Sergio Floccari,Serie A,Tier_1,U30,10Mto1M,2010,Serie A,Tier_2,CF,289,70,1.82,
4035,Sergio Floccari,Serie A,Tier_2,A30,10Mto1M,2013,Serie A,Tier_2,CF,,,1.82,
5894,Sergio Floccari,Serie A,Tier_2,A30,Below1M,2015,Serie A,Tier_2,CF,,,1.82,
992,Luca Cigarini,Serie A,Tier_2,U25,10Mto1M,2009,Serie A,Tier_1,CDM,154,13,1.75,Italy Olympic Team
2427,Luca Cigarini,Serie A,Tier_1,U30,10Mto1M,2013,Serie A,Tier_2,CDM,,,1.75,Italy Olympic Team
2887,Luca Cigarini,Serie A,Tier_2,U30,10Mto1M,2016,Serie A,Tier_2,CDM,314,20,1.75,Italy Olympic Team
3695,Luca Cigarini,Serie A,Tier_2,A30,10Mto1M,2017,Serie A,Tier_2,CDM,385,22,1.75,Italy Olympic Team
3302,Francesco Valiani,Serie A,Tier_2,U30,10Mto1M,2009,Serie A,Tier_2,CM,,,1.73,
6618,Francesco Valiani,Serie A,Tier_3,A30,Below1M,2012,Serie A,Tier_3,CM,441,35,1.73,
5332,Antonio Amaya,Primera Division,Tier_4,U30,Below1M,2009,Premier League,Tier_3,CB,162,7,1.92,
6279,Antonio Amaya,Premier League,Tier_3,U30,Below1M,2011,Primera Division,Tier_2,CB,254,8,1.92,
3116,Mohamed Diamé,Primera Division,Tier_4,U25,10Mto1M,2009,Premier League,Tier_3,CM,190,8,1.84,Senegal
2392,Mohamed Diamé,Premier League,Tier_1,U30,10Mto1M,2014,Premier League,Tier_2,CM,311,28,1.84,Senegal
5829,Grégory Arnolin,Other,Tier_4,U30,Below1M,2009,Primera Division,Tier_4,CB,,,1.87,Martinique
6221,Henrique Sereno,Other,Tier_4,U25,Below1M,2009,Primera Division,Tier_4,CB,,,1.88,Portugal
6646,Jared Jeffrey,Other,Tier_4,U21,Below1M,2009,1 Bundesliga,Tier_2,CM,,,1.78,United States
2179,Rubinho,Serie A,Tier_1,U30,10Mto1M,2009,Serie A,Tier_2,GK,147,0,1.86,Brazil
300,Diego Milito,Serie A,Tier_1,U30,40Mto10M,2009,Serie A,Tier_2,CF,463,206,1.83,Argentina
1042,Thiago Motta,Serie A,Tier_1,U30,10Mto1M,2009,Serie A,Tier_2,CDM,268,35,1.87,Italy
936,Thiago Motta,Serie A,Tier_1,U30,40Mto10M,2011,Ligue 1,Tier_1,CDM,,,1.87,Italy
5351,Gianluca Pegolo,Serie A,Tier_1,U30,Below1M,2009,Serie A,Tier_3,GK,312,0,1.83,
5882,Gianluca Pegolo,Serie A,Tier_3,A30,Below1M,2013,Serie A,Tier_2,GK,357,0,1.83,
3558,Davide Di Gennaro,Serie A,Tier_1,U21,10Mto1M,2009,Serie A,Tier_1,CDM,,,1.81,Italy
5850,Giuseppe Biava,Serie A,Tier_1,A30,Below1M,2009,Serie A,Tier_2,CB,,,1.8,
1033,Leonardo Bonucci,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_3,CB,59,5,1.9,Italy
2600,Leonardo Bonucci,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_1,CB,59,5,1.9,Italy
613,Leonardo Bonucci,Serie A,Tier_3,U25,40Mto10M,2010,Serie A,Tier_1,CB,324,19,1.9,Italy
80,Leonardo Bonucci,Serie A,Tier_1,U30,40Mto10M,2017,Serie A,Tier_1,CB,359,21,1.9,Italy
154,Leonardo Bonucci,Serie A,Tier_1,A30,40Mto10M,2018,Serie A,Tier_1,CB,413,27,1.9,Italy
3561,Riccardo Meggiorini,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_3,CF,164,46,1.82,Italy
2182,Riccardo Meggiorini,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_1,CF,164,46,1.82,Italy
4165,Riccardo Meggiorini,Serie A,Tier_3,U25,10Mto1M,2009,Serie A,Tier_1,CF,164,46,1.82,Italy
3205,Riccardo Meggiorini,Serie A,Tier_2,U25,10Mto1M,2010,Serie A,Tier_1,CF,193,47,1.82,Italy
3208,Riccardo Meggiorini,Serie A,Tier_1,U25,10Mto1M,2010,Serie A,Tier_2,CF,193,47,1.82,Italy
3559,Jonathan Biabiany,Serie A,Tier_1,U21,10Mto1M,2009,Serie A,Tier_2,RW,68,11,1.77,France
1651,Jonathan Biabiany,Serie A,Tier_1,U25,10Mto1M,2010,Serie A,Tier_2,RW,84,15,1.77,France
2424,Jonathan Biabiany,Serie A,Tier_3,U25,10Mto1M,2010,Serie A,Tier_2,RW,84,15,1.77,France
2362,Jonathan Biabiany,Serie A,Tier_2,U25,10Mto1M,2012,Serie A,Tier_2,RW,,,1.77,France
4571,Jonathan Biabiany,Serie A,Tier_1,U30,10Mto1M,2018,Serie A,Tier_3,RW,276,31,1.77,France
5103,Ivan Fatic,Serie A,Tier_1,U21,Below1M,2009,Serie A,Tier_1,CB,24,0,1.88,Montenegro
6247,Ivan Fatic,Serie A,Tier_1,U25,Below1M,2011,Serie A,Tier_3,CB,36,1,1.88,Montenegro
680,Robert Acquafresca,Serie A,Tier_1,U21,40Mto10M,2009,Serie A,Tier_1,CF,121,37,1.84,Italy (Olympics)
2944,Robert Acquafresca,Serie A,Tier_1,U25,10Mto1M,2012,Serie A,Tier_2,CF,,,1.84,Italy (Olympics)
3201,Francesco Bolzoni,Serie A,Tier_1,U21,10Mto1M,2009,Serie A,Tier_1,CM,1,0,1.83,Italy
4578,Francesco Bolzoni,Serie A,Tier_1,U25,10Mto1M,2011,Serie A,Tier_3,CM,,,1.83,Italy
2863,Emiliano Viviano,Serie A,Tier_1,U25,10Mto1M,2009,Serie A,Tier_2,GK,211,0,1.95,Italy
1644,Emiliano Viviano,Serie A,Tier_3,U25,10Mto1M,2009,Serie A,Tier_2,GK,211,0,1.95,Italy
2436,Emiliano Viviano,Serie A,Tier_2,U25,10Mto1M,2011,Serie A,Tier_2,GK,211,0,1.95,Italy
1318,Emiliano Viviano,Serie A,Tier_1,U30,10Mto1M,2011,Serie A,Tier_2,GK,211,0,1.95,Italy
3692,Emiliano Viviano,Serie A,Tier_2,U30,10Mto1M,2016,Serie A,Tier_2,GK,,,1.95,Italy
4092,Emiliano Viviano,Serie A,Tier_2,A30,10Mto1M,2018,Liga Nos,Tier_2,GK,373,0,1.95,Italy
2148,Maxwell,Serie A,Tier_1,U30,10Mto1M,2009,Primera Division,Tier_1,LB,277,14,1.76,Brazil
2796,Maxwell,Primera Division,Tier_1,U30,10Mto1M,2011,Ligue 1,Tier_1,LB,,,1.76,Brazil
28,Zlatan Ibrahimovic,Serie A,Tier_1,U30,80Mto40M,2009,Primera Division,Tier_1,CF,301,147,1.95,Sweden
321,Zlatan Ibrahimovic,Primera Division,Tier_1,U30,40Mto10M,2011,Serie A,Tier_1,CF,362,189,1.95,Sweden
381,Zlatan Ibrahimovic,Serie A,Tier_1,U30,40Mto10M,2012,Ligue 1,Tier_1,CF,484,302,1.95,Sweden
863,Stéphane Mbia,Ligue 1,Tier_2,U25,40Mto10M,2009,Ligue 1,Tier_1,CDM,174,9,1.9,Cameroon
1816,Stéphane Mbia,Ligue 1,Tier_1,U30,10Mto1M,2012,Premier League,Tier_2,CDM,203,9,1.9,Cameroon
5397,Nicky Kuiper,Eredivisie,Tier_4,U21,Below1M,2009,Eredivisie,Tier_3,LB,41,2,1.82,Netherlands
3273,Ricky van Wolfswinkel,Eredivisie,Tier_4,U21,10Mto1M,2009,Eredivisie,Tier_3,CF,97,34,1.86,Netherlands
2034,Ricky van Wolfswinkel,Eredivisie,Tier_3,U25,10Mto1M,2011,Liga Nos,Tier_2,CF,152,62,1.86,Netherlands
1086,Ricky van Wolfswinkel,Liga Nos,Tier_2,U25,10Mto1M,2013,Premier League,Tier_3,CF,177,63,1.86,Netherlands
5563,Ricky van Wolfswinkel,Premier League,Tier_3,U30,Below1M,2016,Eredivisie,Tier_4,CF,253,89,1.86,Netherlands
2712,Thomas Kahlenberg,Ligue 1,Tier_4,U30,10Mto1M,2009,1 Bundesliga,Tier_1,CM,266,48,1.83,Denmark
6125,Almen Abdi,Other,Tier_4,U25,Below1M,2009,Ligue 1,Tier_4,CM,145,31,1.8,Switzerland
1343,Zdravko Kuzmanović,Serie A,Tier_1,U21,10Mto1M,2009,1 Bundesliga,Tier_2,CM,212,26,1.86,Serbia
4798,Zdravko Kuzmanović,1 Bundesliga,Tier_2,U25,10Mto1M,2012,Serie A,Tier_2,CM,,,1.86,Serbia
301,Felipe Melo,Serie A,Tier_1,U30,40Mto10M,2009,Serie A,Tier_1,CDM,257,27,1.83,Brazil
