ID,player_name,origin_league,origin_club_tier,age,transfer_price,year,arrival_league,arrival_club_tier,grouping_positions,overall_app,overall_gls,height,nationality
3939,Yura Movsisyan,Other,Tier_4,U25,10Mto1M,2010,Premier Liga,Tier_2,CF,111,32,1.85,Armenia
1520,Yura Movsisyan,Premier Liga,Tier_3,U25,10Mto1M,2012,Premier Liga,Tier_2,CF,223,80,1.85,Armenia
5229,Leonardo Ulloa,Other,Tier_4,U25,Below1M,2010,Primera Division,Tier_4,CF,232,79,1.88,
1043,Leonardo Ulloa,Premier League,Tier_2,U30,10Mto1M,2014,Premier League,Tier_1,CF,368,120,1.88,
4652,Marcelo Silva,Other,Tier_4,U21,10Mto1M,2010,Primera Division,Tier_4,CB,,,1.74,Brazil
5398,Matías Jones,Other,Tier_4,U21,Below1M,2010,Eredivisie,Tier_4,LW,,,1.74,Uruguay
4470,Diego Ifrán,Other,Tier_4,U25,10Mto1M,2010,Primera Division,Tier_2,CF,147,51,1.74,
2530,Mauro Formica,Other,Tier_4,U25,10Mto1M,2010,Premier League,Tier_3,CAM,,,1.75,Argentina
5710,Jonas Ivens,Other,Tier_4,U25,Below1M,2010,Eredivisie,Tier_4,CB,238,20,1.88,
5228,Willy Caballero,Primera Division,Tier_4,U30,Below1M,2010,Primera Division,Tier_2,GK,,,1.86,Argentina
1395,Willy Caballero,Primera Division,Tier_2,A30,10Mto1M,2014,Premier League,Tier_1,GK,354,0,1.86,Argentina
4505,Luis Muriel,Primera Division,Tier_3,U21,10Mto1M,2010,Serie A,Tier_2,CF,68,24,1.79,Colombia
914,Luis Muriel,Serie A,Tier_2,U25,40Mto10M,2015,Serie A,Tier_2,CF,120,35,1.79,Colombia
373,Luis Muriel,Serie A,Tier_2,U30,40Mto10M,2017,Primera Division,Tier_1,CF,218,60,1.79,Colombia
695,Luis Muriel,Primera Division,Tier_1,U30,40Mto10M,2019,Serie A,Tier_2,CF,237,66,1.79,Colombia
6146,Maikel Kieftenbeld,Other,Tier_4,U21,Below1M,2010,Eredivisie,Tier_4,CDM,210,5,1.7,Netherlands
2672,Marcelo,Other,Tier_4,U25,10Mto1M,2010,Eredivisie,Tier_2,CB,,,1.74,Brazil
3312,Marcelo,Eredivisie,Tier_2,U30,10Mto1M,2013,1 Bundesliga,Tier_3,CB,,,1.74,Brazil
1592,Marcelo,Other,Tier_4,U30,10Mto1M,2017,Ligue 1,Tier_1,CB,,,1.74,Brazil
2106,Anders Lindegaard,Ligue 1,Tier_4,U30,10Mto1M,2010,Premier League,Tier_1,GK,91,0,1.93,Denmark
4265,Galatto,Other,Tier_4,U30,10Mto1M,2010,Primera Division,Tier_2,GK,93,0,1.93,
2864,Neto,Other,Tier_4,U21,10Mto1M,2010,Serie A,Tier_1,GK,,,1.9,Brazil
1637,Neto,Serie A,Tier_1,U30,10Mto1M,2017,Primera Division,Tier_1,GK,186,0,1.9,Brazil
261,Neto,Ligue 1,Tier_1,U30,40Mto10M,2019,Primera Division,Tier_1,GK,187,0,1.9,Brazil
5646,Frank Demouge,Eredivisie,Tier_4,U30,Below1M,2010,Eredivisie,Tier_3,CF,273,83,1.9,Netherlands
5593,James McArthur,Other,Tier_4,U25,Below1M,2010,Premier League,Tier_3,CM,297,21,1.78,Scotland
1275,James McArthur,Premier League,Tier_3,U30,10Mto1M,2014,Premier League,Tier_2,CM,485,38,1.78,Scotland
4140,Mario Suárez,Primera Division,Tier_4,U25,10Mto1M,2010,Primera Division,Tier_1,CDM,272,18,1.88,Spain
689,Mario Suárez,Primera Division,Tier_1,U30,40Mto10M,2015,Serie A,Tier_1,CDM,281,19,1.88,Spain
2007,Mario Suárez,Serie A,Tier_1,U30,10Mto1M,2015,Premier League,Tier_2,CDM,281,19,1.88,Spain
2404,Aritz Aduriz,Primera Division,Tier_4,U30,10Mto1M,2010,Primera Division,Tier_1,CF,409,124,1.81,Basque Country
3533,Aritz Aduriz,Ligue 1,Tier_1,A30,10Mto1M,2012,Primera Division,Tier_3,CF,640,220,1.81,Basque Country
4956,Lamine Koné,Other,Tier_4,U21,Below1M,2010,Ligue 1,Tier_3,CB,200,11,1.86,France
1718,Lamine Koné,Ligue 1,Tier_3,U30,10Mto1M,2015,Premier League,Tier_2,CB,,,1.86,France
4430,Lamine Koné,Premier League,Tier_2,U30,10Mto1M,2019,Ligue 1,Tier_3,CB,325,16,1.86,France
3207,Matej Vydra,Other,Tier_4,U21,10Mto1M,2010,Serie A,Tier_2,CF,41,9,1.8,Czech Republic
1328,Matej Vydra,Serie A,Tier_2,U25,10Mto1M,2015,Premier League,Tier_2,CF,151,48,1.8,Czech Republic
842,Matej Vydra,Other,Tier_4,U30,40Mto10M,2018,Premier League,Tier_2,CF,278,80,1.8,Czech Republic
5414,Tomas Micola,Other,Tier_4,U21,Below1M,2010,Ligue 1,Tier_4,CAM,115,18,1.76,Czech Republic
6330,Mario Licka,Other,Tier_4,U30,Below1M,2010,Ligue 1,Tier_4,CAM,266,30,1.78,Czech Republic
3120,Matej Delac,Other,Tier_4,U21,10Mto1M,2010,Premier League,Tier_1,GK,38,0,1.9,Croatia
4793,Pablo Armero,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_2,LB,278,10,1.72,Colombia
2619,Pablo Armero,Serie A,Tier_2,U30,10Mto1M,2013,Serie A,Tier_1,LB,311,10,1.72,Colombia
5624,Steve Beleck,Other,Tier_4,U21,Below1M,2010,Serie A,Tier_2,CF,13,5,1.8796,
6696,Francesco Dettori,Serie A,Tier_3,U30,Below1M,2010,Serie A,Tier_3,CM,,,1.74,
1846,Sergio Canales,Primera Division,Tier_4,U21,10Mto1M,2010,Primera Division,Tier_1,CAM,70,10,1.76,Spain
1523,Sergio Canales,Primera Division,Tier_1,U21,10Mto1M,2012,Primera Division,Tier_1,CAM,113,13,1.76,Spain
2845,Sergio Canales,Ligue 1,Tier_1,U25,10Mto1M,2013,Primera Division,Tier_2,CAM,,,1.76,Spain
5752,John Verhoek,Other,Tier_4,U21,Below1M,2010,Ligue 1,Tier_2,CF,66,17,1.88,
4957,Alaixys Romao,Ligue 1,Tier_4,U30,Below1M,2010,Ligue 1,Tier_3,CDM,332,9,1.8,Togo
3859,Alaixys Romao,Ligue 1,Tier_3,U30,10Mto1M,2012,Ligue 1,Tier_1,CDM,,,1.8,Togo
6177,Danijel Ljuboja,Ligue 1,Tier_4,A30,Below1M,2010,Ligue 1,Tier_2,CF,348,90,1.89,Serbia and Montenegro
5576,Yoric Ravet,Ligue 1,Tier_4,U21,Below1M,2010,Ligue 1,Tier_2,RW,,,1.78,France
2290,Yoric Ravet,Other,Tier_4,U30,10Mto1M,2017,1 Bundesliga,Tier_3,RW,228,44,1.78,France
6178,David Sauget,Ligue 1,Tier_4,U30,Below1M,2010,Ligue 1,Tier_3,LB,359,15,1.75,
2919,Jonathan Walters,Other,Tier_4,U30,10Mto1M,2010,Premier League,Tier_2,RW,489,94,1.83,Republic of Ireland
3675,Jonathan Walters,Premier League,Tier_2,A30,10Mto1M,2017,Premier League,Tier_2,RW,492,94,1.83,Republic of Ireland
2744,Sebastián Fernández,Other,Tier_4,U25,10Mto1M,2010,Primera Division,Tier_2,CF,283,68,1.67,Uruguay
1542,James Rodríguez,Other,Tier_4,U21,10Mto1M,2010,Liga Nos,Tier_1,CAM,135,39,1.8,Colombia
62,James Rodríguez,Liga Nos,Tier_1,U21,80Mto40M,2013,Ligue 1,Tier_1,CAM,169,48,1.8,Colombia
24,James Rodríguez,Ligue 1,Tier_1,U25,80Mto40M,2014,Primera Division,Tier_1,CAM,253,77,1.8,Colombia
4268,Santiago García,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_2,LB,,,1.81,Uruguay
4312,Santiago García,Other,Tier_4,U25,10Mto1M,2014,1 Bundesliga,Tier_2,LB,142,54,1.81,Uruguay
5270,Zsolt Laczkó,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_2,LB,,,1.84,Hungary
2031,Mauricio Pinilla,Other,Tier_4,U30,10Mto1M,2010,Serie A,Tier_2,CF,160,66,1.87,Chile
2966,Mauricio Pinilla,Serie A,Tier_2,U30,10Mto1M,2012,Serie A,Tier_2,CF,174,74,1.87,Chile
4038,Mauricio Pinilla,Serie A,Tier_2,U30,10Mto1M,2014,Serie A,Tier_1,CF,235,91,1.87,Chile
4054,Mauricio Pinilla,Serie A,Tier_1,A30,10Mto1M,2015,Serie A,Tier_2,CF,249,97,1.87,Chile
4794,Sinisa Andelkovic,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_2,CB,153,6,1.86,Slovenia
3682,Josip Ilicic,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_2,CF,84,16,1.9,Slovenia
1247,Josip Ilicic,Serie A,Tier_2,U25,10Mto1M,2013,Serie A,Tier_1,CF,287,65,1.9,Slovenia
1989,Josip Ilicic,Serie A,Tier_1,U30,10Mto1M,2017,Serie A,Tier_2,CF,370,103,1.9,Slovenia
4795,Armin Bacinovic,Other,Tier_4,U21,10Mto1M,2010,Serie A,Tier_2,CDM,133,8,1.83,Slovenia
5215,Rene Mihelic,Other,Tier_4,U21,Below1M,2010,Liga Nos,Tier_4,CAM,169,20,1.77,Slovenia
5730,Dejan Skolnik,Other,Tier_4,U21,Below1M,2010,Liga Nos,Tier_4,LW,116,10,1.72,Croatia
5113,Kamil Glik,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_2,CB,,,1.9,Poland
971,Kamil Glik,Serie A,Tier_2,U30,10Mto1M,2016,Ligue 1,Tier_1,CB,,,1.9,Poland
4506,Nicolò Cherubin,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_2,CB,218,7,1.88,
5116,Francesco Lodi,Serie A,Tier_4,U30,Below1M,2010,Serie A,Tier_3,CDM,224,58,1.83,Italy
4149,Linus Hallenius,Other,Tier_4,U21,10Mto1M,2010,Serie A,Tier_1,CF,,,1.85,Sweden
1734,Mattia Destro,Other,Tier_4,U21,10Mto1M,2010,Serie A,Tier_1,CF,16,2,1.82,Italy
4666,Mattia Destro,Serie A,Tier_1,U21,10Mto1M,2012,Serie A,Tier_3,CF,103,38,1.82,Italy
1654,Mattia Destro,Serie A,Tier_3,U21,10Mto1M,2012,Serie A,Tier_1,CF,103,38,1.82,Italy
2363,Mattia Destro,Serie A,Tier_1,U25,10Mto1M,2013,Serie A,Tier_1,CF,,,1.82,Italy
1320,Mattia Destro,Serie A,Tier_1,U25,10Mto1M,2015,Serie A,Tier_2,CF,118,41,1.82,Italy
4775,Ádám Pintér,Other,Tier_4,U25,10Mto1M,2010,Primera Division,Tier_3,CDM,136,4,1.9,Hungary
4504,Diego Ângelo,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_1,CB,95,9,1.92,
3917,Jermaine Pennant,Primera Division,Tier_3,U30,10Mto1M,2010,Premier League,Tier_2,RW,225,12,1.73,England
5545,Ilian Micanski,Other,Tier_4,U25,Below1M,2010,1 Bundesliga,Tier_4,CF,,,1.83,Bulgaria
6637,Matt Doherty,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_2,RB,251,20,1.83,Republic of Ireland
6486,Leigh Griffiths,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_2,CF,,,1.75,Scotland
6615,Amadou Samb,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_3,CF,,,1.87,
5437,Fernando Uribe,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_3,CF,123,35,1.82,Colombia
5436,Luca Tremolada,Other,Tier_4,U21,Below1M,2010,Serie A,Tier_2,CAM,0,0,1.85,Italy
6697,Luca Tremolada,Other,Tier_4,U21,Below1M,2013,Serie A,Tier_2,CAM,75,6,1.85,Italy
5249,Luca Tremolada,Other,Tier_4,U30,Below1M,2019,Serie A,Tier_3,CAM,231,39,1.85,Italy
4864,Daniele Cacia,Other,Tier_4,U30,Below1M,2010,Serie A,Tier_4,CF,192,66,1.84,Italy
6641,David Meza,Other,Tier_4,U21,Below1M,2010,Serie A,Tier_3,CM,88,12,1.79,
5344,Gastón Sangoy,Other,Tier_4,U25,Below1M,2010,Primera Division,Tier_4,RW,,,1.79,
6414,André Micael,Liga Nos,Tier_4,U21,Below1M,2010,Liga Nos,Tier_4,CB,,,1.87,
2241,Pablo Barrera,Other,Tier_4,U25,10Mto1M,2010,Premier League,Tier_1,RW,88,17,1.74,Mexico
4767,Nemanja Tubic,Other,Tier_4,U30,10Mto1M,2010,Premier Liga,Tier_2,CB,,,1.88,
3142,Aleksandre Amisulashvili,Other,Tier_4,U30,10Mto1M,2010,Premier Liga,Tier_2,CB,320,27,1.87,Georgia
6605,Evgeni Shipitsin,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_2,CM,248,25,1.79,Russia-2
6431,Aleksandr Belenov,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_2,GK,90,0,1.97,Russia-2
5732,Marcelo Toscano,Other,Tier_4,U25,Below1M,2010,Liga Nos,Tier_4,CF,,,1.84,
5731,Mahamadou N'Diaye,Other,Tier_4,U21,Below1M,2010,Liga Nos,Tier_4,CB,56,4,1.85,Mali
3969,Felipe Mattioni,Other,Tier_4,U21,10Mto1M,2010,Primera Division,Tier_3,RB,47,1,1.78,
4651,Rubén Martínez,Other,Tier_4,U30,10Mto1M,2010,Primera Division,Tier_2,GK,,,,
5199,Javier Malagueño,Other,Tier_4,U30,Below1M,2010,Primera Division,Tier_2,CB,198,7,1.85,
6193,Craig Dawson,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_2,CB,,,1.8796,Great Britain
1830,Craig Dawson,Premier League,Tier_2,U30,10Mto1M,2019,Premier League,Tier_2,CB,,,1.8796,Great Britain
6147,Guram Kashia,Other,Tier_4,U25,Below1M,2010,Eredivisie,Tier_4,CB,335,32,1.85,Georgia
6546,Mate Vatsadze,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_4,CF,,,1.83,Georgia
5801,Steeve Joseph-Reinette,Other,Tier_4,U30,Below1M,2010,Premier Liga,Tier_4,RB,97,1,1.8,
5600,Raïs M'Bolhi,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_4,GK,120,0,1.9,Algeria
5027,Aleksey Medvedev,Other,Tier_4,A30,Below1M,2010,Premier Liga,Tier_2,CF,,,,
5026,Giedrius Arlauskis,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_2,GK,102,0,1.91,Lithuania
2408,Juan Iturbe,Other,Tier_4,U21,10Mto1M,2010,Liga Nos,Tier_1,RW,,,1.72,Paraguay
685,Juan Iturbe,Liga Nos,Tier_1,U21,40Mto10M,2014,Serie A,Tier_3,RW,129,19,1.72,Paraguay
310,Juan Iturbe,Serie A,Tier_3,U21,40Mto10M,2014,Serie A,Tier_1,RW,129,19,1.72,Paraguay
6718,Urko Vera,Other,Tier_4,U25,Below1M,2010,Primera Division,Tier_3,CF,19,38,1.9,
6654,Paul McCallum,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_1,CF,11,9,1.91,
6194,Ruud Boffin,Other,Tier_4,U25,Below1M,2010,Premier League,Tier_1,GK,86,0,1.96,
6712,Danijel Majkic,Other,Tier_4,U25,Below1M,2010,Premier Liga,Tier_4,CDM,32,2,1.84,Bosnia and Herzegovina
1811,Tomas Kalas,Other,Tier_4,U21,10Mto1M,2010,Premier League,Tier_1,CB,3,0,1.84,Czech Republic
4232,Erik Huseklepp,Other,Tier_4,U30,10Mto1M,2010,Serie A,Tier_3,LW,,,1.88,Norway
6245,Maikol Negro,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_3,LW,87,21,1.7,Italy  Lega Pro
6458,Raphael Martinho,Other,Tier_4,U25,Below1M,2010,Serie A,Tier_3,LW,42,4,1.83,
5243,Raphael Martinho,Serie A,Tier_3,U25,Below1M,2013,Serie A,Tier_3,LW,,,1.83,
6369,Tom Eaves,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_3,CF,19,0,1.91,
5438,Roope Riski,Other,Tier_4,U21,Below1M,2010,Serie A,Tier_3,CF,24,17,1.8,Finland
6383,Yan Tigorev,Other,Tier_4,U30,Below1M,2010,Premier Liga,Tier_4,CDM,,,1.8,Belarus
6663,Padraig Amond,Other,Tier_4,U25,Below1M,2010,Liga Nos,Tier_4,CF,102,37,1.8,Republic of Ireland
6011,Matt Phillips,Other,Tier_4,U21,Below1M,2010,Premier League,Tier_4,RW,172,20,,Scotland
1720,Matt Phillips,Premier League,Tier_2,U25,10Mto1M,2016,Premier League,Tier_2,RW,388,57,,Scotland
6568,Mateusz Prus,Other,Tier_4,U21,Below1M,2010,Eredivisie,Tier_4,GK,39,0,1.87,
3570,Ignacio Piatti,Other,Tier_4,U25,10Mto1M,2010,Serie A,Tier_4,LW,206,32,1.81,
5753,Frédéric Sammaritano,Other,Tier_4,U25,Below1M,2010,Ligue 1,Tier_4,CAM,171,29,1.62,
1945,Ilkay Gündogan,1 Bundesliga,Tier_4,U21,10Mto1M,2011,1 Bundesliga,Tier_1,CM,155,17,1.8,Germany
249,Ilkay Gündogan,1 Bundesliga,Tier_1,U25,40Mto10M,2016,Premier League,Tier_1,CM,252,32,1.8,Germany
4511,Graziano Pellè,Eredivisie,Tier_3,U25,10Mto1M,2011,Serie A,Tier_2,CF,172,31,1.94,Italy
3044,Graziano Pellè,Serie A,Tier_3,U30,10Mto1M,2013,Eredivisie,Tier_3,CF,245,85,1.94,Italy
976,Graziano Pellè,Eredivisie,Tier_3,U30,10Mto1M,2014,Premier League,Tier_1,CF,313,108,1.94,Italy
4619,Stijn Schaars,Eredivisie,Tier_3,U30,10Mto1M,2011,Liga Nos,Tier_2,CDM,210,14,1.77,Netherlands
5258,Stijn Schaars,Liga Nos,Tier_2,U30,Below1M,2013,Eredivisie,Tier_2,CDM,251,14,1.77,Netherlands
2473,Kolbeinn Sigthórsson,Eredivisie,Tier_3,U21,10Mto1M,2011,Eredivisie,Tier_2,CF,117,47,1.86,Iceland
3087,Kolbeinn Sigthórsson,Eredivisie,Tier_2,U25,10Mto1M,2015,Ligue 1,Tier_3,CF,147,50,1.86,Iceland
3532,Héctor Moreno,Eredivisie,Tier_3,U25,10Mto1M,2011,Primera Division,Tier_3,CB,242,15,1.85,Mexico
2782,Héctor Moreno,Primera Division,Tier_3,U30,10Mto1M,2015,Eredivisie,Tier_2,CB,303,26,1.85,Mexico
1864,Héctor Moreno,Serie A,Tier_1,U30,10Mto1M,2017,Primera Division,Tier_2,CB,308,26,1.85,Mexico
1933,Héctor Moreno,Eredivisie,Tier_2,U30,10Mto1M,2017,Serie A,Tier_1,CB,308,26,1.85,Mexico
5277,Marcel Risse,1 Bundesliga,Tier_1,U21,Below1M,2011,1 Bundesliga,Tier_2,RW,99,5,1.83,Germany
834,Arturo Vidal,1 Bundesliga,Tier_1,U25,40Mto10M,2011,Serie A,Tier_1,CM,277,52,1.8,Chile
122,Arturo Vidal,Serie A,Tier_1,U30,40Mto10M,2015,1 Bundesliga,Tier_1,CM,356,66,1.8,Chile
506,Arturo Vidal,1 Bundesliga,Tier_1,A30,40Mto10M,2018,Primera Division,Tier_1,CM,411,75,1.8,Chile
6282,Richard Sukuta-Pasu,1 Bundesliga,Tier_1,U21,Below1M,2011,1 Bundesliga,Tier_4,CF,80,14,1.9,Germany
2038,Mehmet Ekici,1 Bundesliga,Tier_1,U21,10Mto1M,2011,1 Bundesliga,Tier_2,CAM,143,25,1.8,Turkey
4875,Tamás Hajnal,1 Bundesliga,Tier_1,U30,Below1M,2011,1 Bundesliga,Tier_2,CAM,307,63,1.68,Hungary
5959,Mohamed Zidan,1 Bundesliga,Tier_1,U30,Below1M,2011,1 Bundesliga,Tier_2,CF,,,1.72,Egypt
1110,Nuri Sahin,1 Bundesliga,Tier_1,U25,10Mto1M,2011,Primera Division,Tier_1,CDM,173,20,1.8,Turkey
1565,Nuri Sahin,Primera Division,Tier_1,U25,10Mto1M,2014,1 Bundesliga,Tier_1,CDM,268,29,1.8,Turkey
4909,Nuri Sahin,1 Bundesliga,Tier_1,U30,Below1M,2018,1 Bundesliga,Tier_2,CDM,304,30,1.8,Turkey
6494,Markus Feulner,1 Bundesliga,Tier_1,U30,Below1M,2011,1 Bundesliga,Tier_4,CM,294,36,1.81,Germany
6729,Kees Kwakman,1 Bundesliga,Tier_3,U30,Below1M,2011,Eredivisie,Tier_4,CDM,275,32,1.87,
4878,Sandro Wieser,Other,Tier_4,U21,Below1M,2011,1 Bundesliga,Tier_2,CB,31,4,1.85,Liechtenstein
5548,Änis Ben-Hatira,1 Bundesliga,Tier_2,U25,Below1M,2011,1 Bundesliga,Tier_3,CAM,179,36,1.81,Tunisia
2795,Jonathan Pitroipa,1 Bundesliga,Tier_2,U25,10Mto1M,2011,Ligue 1,Tier_2,RW,240,36,1.76,Burkina Faso
4184,Joris Mathijsen,1 Bundesliga,Tier_2,A30,10Mto1M,2011,Primera Division,Tier_2,CB,352,14,1.83,Netherlands
2960,Maciej Rybus,Other,Tier_4,U25,10Mto1M,2011,Premier Liga,Tier_3,LB,,,1.73,Poland
4182,Maciej Rybus,Ligue 1,Tier_1,U30,10Mto1M,2017,Premier Liga,Tier_2,LB,272,33,1.73,Poland
5493,Marcin Komorowski,Other,Tier_4,U30,Below1M,2011,Premier Liga,Tier_3,CB,,,1.86,Poland
3789,Ariel Borysiuk,Other,Tier_4,U21,10Mto1M,2011,1 Bundesliga,Tier_4,CDM,,,1.78,Poland
2107,Yohan Cabaye,Ligue 1,Tier_2,U25,10Mto1M,2011,Premier League,Tier_1,CM,270,48,1.74,France
271,Yohan Cabaye,Premier League,Tier_1,U30,40Mto10M,2013,Ligue 1,Tier_1,CM,,,1.74,France
741,Yohan Cabaye,Ligue 1,Tier_1,U30,40Mto10M,2015,Premier League,Tier_2,CM,405,58,1.74,France
4961,Ludovic Obraniak,Ligue 1,Tier_2,U30,Below1M,2011,Ligue 1,Tier_2,CAM,,,1.74,Poland
4303,Ludovic Obraniak,Ligue 1,Tier_2,U30,10Mto1M,2013,1 Bundesliga,Tier_2,CAM,,,1.74,Poland
3836,Émerson Conceição,Ligue 1,Tier_2,U25,10Mto1M,2011,Liga Nos,Tier_1,LB,,,1.87,
1847,Adil Rami,Ligue 1,Tier_2,U25,10Mto1M,2011,Primera Division,Tier_1,CB,261,12,1.9,France
2411,Adil Rami,Ligue 1,Tier_1,U30,10Mto1M,2014,Serie A,Tier_1,CB,279,15,1.9,France
2849,Adil Rami,Serie A,Tier_1,U30,10Mto1M,2015,Primera Division,Tier_1,CB,349,16,1.9,France
1805,Adil Rami,Primera Division,Tier_1,A30,10Mto1M,2017,Ligue 1,Tier_1,CB,398,18,1.9,France
6394,Danny Williams,1 Bundesliga,Tier_3,U25,Below1M,2011,1 Bundesliga,Tier_2,CDM,,,1.905,
2994,Ömer Toprak,1 Bundesliga,Tier_3,U21,10Mto1M,2011,1 Bundesliga,Tier_1,CB,222,9,1.86,Turkey
851,Ömer Toprak,1 Bundesliga,Tier_1,U30,40Mto10M,2017,1 Bundesliga,Tier_1,CB,257,9,1.86,Turkey
6391,Florian Hartherz,1 Bundesliga,Tier_1,U21,Below1M,2011,1 Bundesliga,Tier_2,LB,2,0,1.84,Germany
3264,Sascha Riether,1 Bundesliga,Tier_1,U30,10Mto1M,2011,1 Bundesliga,Tier_3,RB,288,10,1.74,Germany
4597,Sascha Riether,1 Bundesliga,Tier_3,U30,10Mto1M,2013,Premier League,Tier_2,RB,354,11,1.74,Germany
6074,Sascha Riether,Premier League,Tier_2,A30,Below1M,2014,1 Bundesliga,Tier_3,RB,373,11,1.74,Germany
2657,Danny Graham,Premier League,Tier_2,U25,10Mto1M,2011,Premier League,Tier_2,CF,290,93,1.83,England
1915,Danny Graham,Premier League,Tier_2,U30,10Mto1M,2012,Premier League,Tier_2,CF,,,1.83,England
2736,Marvin Sordell,Premier League,Tier_2,U21,10Mto1M,2011,Premier League,Tier_3,CF,,,1.78,Great Britain
5539,Marvin Sordell,Premier League,Tier_3,U25,Below1M,2014,Premier League,Tier_2,CF,161,35,1.78,Great Britain
5458,Peter Niemeyer,1 Bundesliga,Tier_2,U30,Below1M,2011,1 Bundesliga,Tier_3,CDM,271,16,1.88,Germany
949,Per Mertesacker,1 Bundesliga,Tier_2,U30,40Mto10M,2011,Premier League,Tier_1,CB,393,26,1.98,Germany
466,Balázs Dzsudzsák,Premier Liga,Tier_2,U25,40Mto10M,2011,Premier Liga,Tier_2,LW,170,69,1.79,Hungary
4451,Igor Shitov,Other,Tier_4,U25,10Mto1M,2011,Premier Liga,Tier_2,RB,173,8,1.85,Belarus
3292,Pavel Nekhajchik,Other,Tier_4,U25,10Mto1M,2011,Premier Liga,Tier_2,LW,,,,
6480,Pavel Nekhajchik,Other,Tier_4,U25,Below1M,2013,Premier Liga,Tier_4,LW,,,,
4716,Alberto Rodríguez,Liga Nos,Tier_3,U30,10Mto1M,2011,Liga Nos,Tier_2,CB,,,,
762,Pizzi,Liga Nos,Tier_3,U25,40Mto10M,2011,Primera Division,Tier_1,RW,98,15,1.77,Portugal
718,Pizzi,Primera Division,Tier_1,U25,40Mto10M,2013,Liga Nos,Tier_1,RW,311,75,1.77,Portugal
6180,Aurélien Montaroup,Other,Tier_4,U30,Below1M,2011,Ligue 1,Tier_3,LB,,,1.73,
2995,Patrick Ochs,1 Bundesliga,Tier_2,U30,10Mto1M,2011,1 Bundesliga,Tier_1,RB,257,6,1.79,Germany
2996,Marco Russ,1 Bundesliga,Tier_2,U25,10Mto1M,2011,1 Bundesliga,Tier_1,CB,187,14,1.9,Germany
5964,Marco Russ,1 Bundesliga,Tier_1,U30,Below1M,2013,1 Bundesliga,Tier_2,CB,197,15,1.9,Germany
798,Arda Turan,Other,Tier_4,U25,40Mto10M,2011,Primera Division,Tier_1,LW,272,44,1.75,Turkey
163,Arda Turan,Primera Division,Tier_1,U30,40Mto10M,2015,Primera Division,Tier_1,LW,308,49,1.75,Turkey
6202,Vladimir Rykov,Other,Tier_4,U25,Below1M,2011,Premier Liga,Tier_2,CB,167,12,1.92,Russia-2
4360,Emiliano Insúa,Premier League,Tier_1,U25,10Mto1M,2011,Liga Nos,Tier_2,LB,99,2,1.8,Argentina
2841,Emiliano Insúa,Liga Nos,Tier_2,U25,10Mto1M,2012,Primera Division,Tier_1,LB,,,1.8,Argentina
4962,Chris Mavinga,Premier League,Tier_1,U21,Below1M,2011,Ligue 1,Tier_2,LB,9,0,1.83,DR Congo
2140,Chris Mavinga,Ligue 1,Tier_2,U25,10Mto1M,2013,Premier Liga,Tier_2,LB,59,0,1.83,DR Congo
3620,Emiliano Alfaro,Premier League,Tier_1,U25,10Mto1M,2011,Serie A,Tier_2,CF,,,1.73,Uruguay
2322,David N'Gog,Premier League,Tier_1,U25,10Mto1M,2011,Premier League,Tier_3,CF,158,24,1.9,France
5225,Daniel Ayala,Premier League,Tier_1,U21,Below1M,2011,Premier League,Tier_3,CB,34,1,1.905,Spain
3940,Alan Gatagov,Other,Tier_4,U21,10Mto1M,2011,Premier Liga,Tier_2,LW,52,5,1.84,Russia
4388,Marko Basa,Other,Tier_4,U30,10Mto1M,2011,Ligue 1,Tier_2,CB,,,1.9,Montenegro
5596,Darron Gibson,Premier League,Tier_1,U25,Below1M,2011,Premier League,Tier_1,CM,,,1.83,Republic of Ireland
3504,Darron Gibson,Premier League,Tier_1,U30,10Mto1M,2016,Premier League,Tier_2,CM,,,1.83,Republic of Ireland
2321,John O'Shea,Premier League,Tier_1,U30,10Mto1M,2011,Premier League,Tier_2,CB,506,15,1.91,Republic of Ireland
4433,Wes Brown,Premier League,Tier_1,A30,10Mto1M,2011,Premier League,Tier_2,CB,308,4,1.85,England
