,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
45,1500,0.75,6.985,7,0.167495887,0.4,0.2,6.643,0.311,931,17.978,14.687,0.657,12.9,5.049,44.884,11.526
46,1500,0.75,6.985,7,0.167495887,0.4,0.25,7.251,0.682,951.2,19.369,14.339,1.112,12.8,4.6,41.936,11.079
47,1500,0.75,6.985,7,0.167495887,0.4,0.3,7.473,0.967,961.1,14.936,13.642,1.423,11.2,3.544,37.142,3.983
48,1500,0.75,6.985,7,0.167495887,0.4,0.35,7.477,0.62,960.3,19.334,13.48,0.722,12.1,4.369,38.194,6.687
49,1500,0.75,6.985,7,0.167495887,0.4,0.4,8.064,0.837,968.6,21.685,13.394,0.848,10.1,4.346,41.452,8.04
0,1500,0.75,6.951,7,0.169107196,0.5,0.01,1.679,0.304,813.2,26.324,21.837,1.437,31.2,4.069,49.792,7.118
1,1500,0.75,6.951,7,0.169107196,0.5,0.04,3.371,0.553,823.7,38.869,18.763,0.926,26.4,3.47,52.125,9.925
2,1500,0.75,6.951,7,0.169107196,0.5,0.08,4.751,0.224,834.8,27.01,18.325,0.918,28,4.583,51.071,9.859
3,1500,0.75,6.951,7,0.169107196,0.5,0.1,5.226,0.399,847.8,25.588,17.317,0.833,29.7,8.649,49.425,5.448
4,1500,0.75,6.951,7,0.169107196,0.5,0.15,5.887,0.669,867,25.479,16.336,1.173,25.2,7.454,44.421,6.07
5,1500,0.75,6.951,7,0.169107196,0.5,0.2,6.77,0.539,889.5,21.694,15.798,0.681,21.4,4.695,47.094,6.859
6,1500,0.75,6.951,7,0.169107196,0.5,0.25,6.936,0.47,884.4,28.496,15.08,0.836,23.6,4.883,43.67,5.191
7,1500,0.75,6.951,7,0.169107196,0.5,0.3,7.046,0.598,893,17.268,14.652,1.13,22.4,5.219,41.828,4.551
8,1500,0.75,6.951,7,0.169107196,0.5,0.35,7.735,0.605,917.3,25.538,13.93,0.775,20.6,3.929,44.615,4.073
9,1500,0.75,6.951,7,0.169107196,0.5,0.4,7.984,0.673,930,24.552,13.55,0.859,21.5,4.201,41.592,11.562
10,1500,0.75,6.965,7,0.167768122,0.6,0.01,1.546,0.43,698.8,35.168,26.617,2.045,74.9,15.808,60.549,7.149
11,1500,0.75,6.965,7,0.167768122,0.6,0.04,3.832,0.627,705.7,26.321,22.245,1.07,75.9,12.526,60.465,7.876
12,1500,0.75,6.965,7,0.167768122,0.6,0.08,5.114,0.537,732.5,30.624,19.869,1.395,71.1,12.218,61.17,8.286
13,1500,0.75,6.965,7,0.167768122,0.6,0.1,5.491,0.421,742.5,18.505,19.073,1.06,68.4,7.877,57.631,10.69
14,1500,0.75,6.965,7,0.167768122,0.6,0.15,5.964,0.58,763.8,24.875,17.739,0.773,62.6,6.946,55.387,7.527
15,1500,0.75,6.965,7,0.167768122,0.6,0.2,6.438,0.509,777.1,26.262,16.606,1.509,64.2,6.72,53.423,6.717
16,1500,0.75,6.965,7,0.167768122,0.6,0.25,7.203,0.662,820.1,16.489,16.122,0.873,49.2,7.507,50.214,9.981
17,1500,0.75,6.965,7,0.167768122,0.6,0.3,7.655,0.436,832.7,31.648,14.873,0.65,54.3,12.37,45.789,5.125
18,1500,0.75,6.965,7,0.167768122,0.6,0.35,7.759,0.403,847.5,20.505,14.34,0.69,45.6,7.486,47.007,12.244
19,1500,0.75,6.965,7,0.167768122,0.6,0.4,8.143,0.564,873.3,23.315,13.655,1.102,39.5,8.5,52.834,18.528
20,1500,0.75,7.026,7,0.164991668,0.7,0.01,1.801,0.513,565.3,34.641,34.161,2.459,158.7,28.608,83.62,15.565
21,1500,0.75,7.026,7,0.164991668,0.7,0.04,3.455,0.303,576.3,24.932,25.775,1.347,157.3,25.992,75.478,19.213
22,1500,0.75,7.026,7,0.164991668,0.7,0.08,5.092,0.732,604.8,33.573,23.008,1.426,145.6,13.529,71.639,15.067
23,1500,0.75,7.026,7,0.164991668,0.7,0.1,4.95,0.52,616.6,40.744,20.314,1.291,155.8,19.141,59.534,5.285
24,1500,0.75,7.026,7,0.164991668,0.7,0.15,6.096,0.576,651.2,23.051,19.436,1.477,137.2,10.206,66.608,12.915
25,1500,0.75,7.026,7,0.164991668,0.7,0.2,6.209,0.579,683.1,26.178,16.275,0.929,120.8,21.609,58.21,8.336
26,1500,0.75,7.026,7,0.164991668,0.7,0.25,7.083,0.625,728.8,37.29,16.737,1.813,105,15.271,58.487,8.176
27,1500,0.75,7.026,7,0.164991668,0.7,0.3,7.336,0.572,767.7,36.15,15.237,1.18,89.7,10.771,55.706,10.155
28,1500,0.75,7.026,7,0.164991668,0.7,0.35,7.365,0.511,781.5,20.839,14.345,0.869,88.9,13.888,49.672,6.645
29,1500,0.75,7.026,7,0.164991668,0.7,0.4,7.95,0.619,808.6,28.566,13.513,0.574,82.3,14.05,49.037,5.256
30,1500,0.75,6.965,7,0.169077368,0.8,0.01,1.601,0.312,251.4,29.736,56.473,14.759,499.2,30.212,133.96,31.916
31,1500,0.75,6.965,7,0.169077368,0.8,0.04,3.605,0.504,348.2,30.672,33.458,5.891,412.2,23.655,101.394,15.534
32,1500,0.75,6.965,7,0.169077368,0.8,0.08,4.709,0.56,404.1,33.86,24.838,3.621,380.3,34.188,92.491,13.99
33,1500,0.75,6.965,7,0.169077368,0.8,0.1,5.348,0.351,454.2,35.29,22.659,1.643,358.8,42.717,76.966,9.168
34,1500,0.75,6.965,7,0.169077368,0.8,0.15,5.911,0.778,500.5,35.677,20.414,2.874,320.2,34.574,77.724,12.443
35,1500,0.75,6.965,7,0.169077368,0.8,0.2,6.504,0.547,574.4,30.13,16.828,1.256,262.1,29.225,70.426,14.168
36,1500,0.75,6.965,7,0.169077368,0.8,0.25,7.304,0.728,595.8,30.453,15.278,1.207,258.1,25.665,60.198,6.018
37,1500,0.75,6.965,7,0.169077368,0.8,0.3,7.153,0.478,662.7,40.207,14.1,1.495,218.5,28.932,54.939,6.941
38,1500,0.75,6.965,7,0.169077368,0.8,0.35,7.924,0.706,696,35.852,14.104,1.538,193.1,27.664,64.886,15.79
39,1500,0.75,6.965,7,0.169077368,0.8,0.4,8.291,0.671,736.5,37.58,13.945,1.286,170.5,21.814,51.628,7.01
40,1500,0.75,6.933,7,0.171704035,0.9,0.01,1.775,0.484,44.7,13.58,20.021,9.338,1372.6,68.567,64.162,24.581
41,1500,0.75,6.933,7,0.171704035,0.9,0.04,3.565,0.444,124.9,9.555,16.222,1.878,1180.9,35.512,66.313,12.313
42,1500,0.75,6.933,7,0.171704035,0.9,0.08,4.528,0.786,235.4,29.408,13.964,2.588,947.7,71.8,70.586,17.611
43,1500,0.75,6.933,7,0.171704035,0.9,0.1,5.582,0.662,244.1,36.61,13.192,2.406,918.3,57.395,79.001,17.7
44,1500,0.75,6.933,7,0.171704035,0.9,0.15,6.817,0.926,343.9,28.988,14.349,1.512,761,54.203,79.648,16.508
45,1500,0.75,6.933,7,0.171704035,0.9,0.2,6.594,0.774,436.2,31.884,14.451,1.694,625,38.385,58.417,9.509
46,1500,0.75,6.933,7,0.171704035,0.9,0.25,7.001,0.645,499.6,29.655,13.484,2.166,529.1,36.858,68.898,12.518
47,1500,0.75,6.933,7,0.171704035,0.9,0.3,7.853,0.689,576.8,15.98,14.02,1.58,433.5,13.574,61.45,8.493
48,1500,0.75,6.933,7,0.171704035,0.9,0.35,8.009,0.778,605.6,30.197,13.421,1.211,400.8,35.42,55.223,6.339
49,1500,0.75,6.933,7,0.171704035,0.9,0.4,8.595,0.557,667.8,43.785,13.044,1.481,334.6,43.622,55.327,13.075
