,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
54,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.15,7.433,0.486,736.9,29.143,19.767,0.72,69.4,8.868,57.038,4.971
55,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.2,8.54,0.681,763.1,25.177,19.541,1.404,58.0,13.828,53.215,9.86
56,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.25,8.861,0.637,776.0,25.566,18.249,1.845,45.5,8.523,56.03,13.571
57,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.3,9.464,0.734,785.6,29.045,18.439,1.164,51.2,10.778,50.374,5.007
58,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.35,10.2,0.705,792.9,30.211,18.236,0.96,45.9,6.488,53.738,8.706
59,1500.0,0.5,5.981,8.0,0.23406821478869533,0.5,0.4,10.468,1.176,816.2,22.266,17.454,1.371,47.9,12.716,54.086,10.535
60,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.01,1.761,0.31,523.2,42.766,36.812,5.818,167.0,20.962,85.089,10.026
61,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.04,4.225,0.419,548.4,46.435,28.047,3.469,159.1,31.011,79.988,16.26
62,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.08,6.025,0.719,566.5,30.526,25.61,1.984,148.4,18.917,74.597,6.795
63,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.1,6.425,0.831,600.5,38.367,22.573,2.301,148.3,17.658,68.218,7.114
64,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.15,7.372,0.667,609.4,42.83,23.976,2.692,127.0,22.005,66.926,5.821
65,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.2,8.167,0.761,668.2,27.69,20.584,1.73,119.1,18.695,65.344,8.45
66,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.25,9.123,0.802,699.6,24.561,18.83,2.141,104.2,17.063,56.623,7.458
67,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.3,9.0,0.688,722.7,30.633,18.496,1.449,99.1,16.628,57.127,8.32
68,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.35,10.1,0.859,751.4,19.551,17.843,1.428,85.6,14.242,59.395,7.374
69,1500.0,0.5,5.928,8.0,0.24065971831148655,0.6,0.4,10.911,0.494,767.9,16.837,17.448,1.072,89.4,11.723,62.23,11.538
70,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.01,1.778,0.585,361.7,24.331,48.788,8.534,332.5,47.542,114.63,13.934
71,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.04,3.954,0.624,390.5,53.168,32.809,4.631,307.6,53.928,100.204,24.142
72,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.08,5.646,0.387,455.4,33.962,26.557,2.794,284.0,40.777,84.527,11.538
73,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.1,5.373,0.599,498.3,36.119,25.918,3.253,257.4,13.537,78.26,9.031
74,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.15,6.838,0.601,534.4,27.112,22.129,2.41,237.5,37.353,75.812,8.412
75,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.2,7.46,0.267,570.3,33.511,20.074,2.131,207.4,26.081,79.559,10.29
76,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.25,8.393,0.829,612.3,24.948,19.313,1.735,192.9,20.7,73.185,8.711
77,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.3,9.068,0.81,665.0,18.149,17.75,2.495,159.3,21.246,61.309,7.27
78,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.35,9.263,0.742,696.6,36.56,15.669,1.114,151.1,19.445,57.331,7.685
79,1500.0,0.5,6.049,8.0,0.2302685676935175,0.7,0.4,9.477,0.556,752.2,38.102,15.602,1.131,125.0,27.037,59.691,6.784
80,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.01,1.838,0.529,100.5,19.78,47.492,15.929,989.7,77.716,155.406,27.244
81,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.04,4.088,0.363,195.9,19.967,36.168,7.218,794.0,72.006,119.503,26.908
82,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.08,5.627,0.577,263.6,26.507,24.07,3.84,668.4,50.696,104.001,21.595
83,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.1,6.165,0.798,306.0,32.702,20.542,3.743,643.2,80.351,85.831,10.051
84,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.15,7.634,0.818,377.8,41.821,21.113,1.651,549.7,66.394,89.531,22.38
85,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.2,7.961,0.545,448.4,28.741,18.806,2.145,470.8,46.26,77.806,8.13
86,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.25,8.583,1.049,511.4,25.464,16.735,2.226,387.4,19.169,62.725,6.427
87,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.3,9.413,0.811,568.3,40.205,16.071,1.838,332.8,40.447,57.751,6.244
88,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.35,9.975,1.471,594.5,27.987,15.553,1.759,312.5,37.993,62.598,9.47
89,1500.0,0.5,6.003,8.0,0.23476815231318252,0.8,0.4,10.028,0.776,662.0,14.595,15.218,1.057,269.9,21.473,52.827,10.575
90,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.01,1.943,0.32,35.2,11.205,14.747,7.589,1417.0,33.076,52.195,14.349
91,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.04,4.126,0.616,101.2,18.137,14.351,4.186,1271.3,49.149,63.756,21.709
92,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.08,5.713,0.743,175.9,20.012,13.958,2.12,1108.2,42.0,66.089,20.569
93,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.1,6.489,0.459,195.6,26.047,13.751,1.762,1077.1,48.418,67.578,11.895
94,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.15,7.137,0.542,275.7,22.769,14.431,1.585,909.8,39.739,64.024,13.741
95,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.2,8.078,0.655,348.8,21.637,13.985,1.202,784.9,37.418,60.096,10.356
96,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.25,8.837,0.661,443.5,16.433,15.348,2.277,646.0,29.752,59.305,9.261
97,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.3,9.419,0.604,508.4,21.481,13.664,1.537,563.6,28.876,56.083,8.565
98,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.35,10.101,1.138,540.1,13.285,13.994,1.026,508.3,23.648,63.298,17.702
99,1500.0,0.5,5.967,8.0,0.23629918743327677,0.9,0.4,10.088,0.738,605.2,22.746,14.064,1.126,425.8,40.311,60.977,9.757
