,N,newman_p,av_deg,dia,ave_clu,policy_power,threshold,a_t_m,a_t_std,I_P_N_m,I_P_N_std,I_P_T_m,I_P_T_std,S_F_N_m,S_F_N_std,S_F_T_m,S_F_T_std
77,1500.0,0.6,6.37,7.0,0.20418480415144852,0.7,0.3,7.926,0.578,680.9,17.317,16.23,1.44,140.5,21.36,61.343,9.098
78,1500.0,0.6,6.37,7.0,0.20418480415144852,0.7,0.35,9.603,0.869,712.7,22.19,17.178,1.376,118.8,15.626,63.088,8.086
79,1500.0,0.6,6.37,7.0,0.20418480415144852,0.7,0.4,9.465,0.624,765.9,27.797,15.48,1.145,116.4,14.001,57.899,7.239
80,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.01,1.581,0.299,185.7,24.872,56.089,9.359,678.0,49.643,138.597,16.671
81,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.04,3.753,0.688,282.6,38.885,30.664,5.17,571.5,60.48,102.72,15.068
82,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.08,5.259,0.66,339.3,22.544,25.122,2.639,509.8,39.438,100.319,18.879
83,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.1,5.82,0.513,360.0,36.08,22.684,2.551,515.4,41.447,84.506,15.286
84,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.15,6.273,0.756,440.9,35.257,19.949,2.404,436.0,31.815,77.815,19.674
85,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.2,7.099,0.625,500.7,31.765,18.567,1.123,376.0,44.204,77.689,14.828
86,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.25,7.631,0.347,561.7,24.483,16.741,1.421,310.1,24.288,68.679,11.711
87,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.3,8.013,0.652,596.7,40.932,15.077,1.37,284.9,53.851,60.68,7.449
88,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.35,8.966,0.822,665.1,33.984,15.066,0.872,231.1,28.595,62.133,8.92
89,1500.0,0.6,6.444,7.0,0.2002747382333768,0.8,0.4,9.059,0.892,712.4,36.645,14.431,2.263,204.6,22.522,59.103,8.664
90,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.01,1.669,0.261,40.1,5.504,13.51,3.68,1405.7,24.544,56.033,24.331
91,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.04,3.959,0.454,99.2,12.734,13.512,3.324,1271.3,32.407,67.806,20.984
92,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.08,5.309,0.635,202.0,26.784,15.314,2.507,1027.5,45.076,73.825,18.287
93,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.1,5.943,0.619,232.7,23.264,13.794,1.735,965.9,41.556,80.417,24.171
94,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.15,6.799,0.593,309.3,23.503,14.77,1.652,837.5,35.078,61.478,9.59
95,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.2,7.565,1.178,387.3,15.166,14.562,1.877,707.6,18.554,68.984,9.912
96,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.25,7.764,0.664,470.8,15.092,13.878,1.047,610.2,30.986,56.882,9.907
97,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.3,8.383,0.526,542.0,23.49,13.112,1.301,505.8,25.914,54.234,8.622
98,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.35,8.949,0.98,582.2,27.766,13.326,0.789,433.6,38.947,53.058,8.579
99,1500.0,0.6,6.41,7.0,0.20024013122745546,0.9,0.4,9.0,0.514,634.6,37.393,12.949,1.083,379.2,44.846,55.935,9.353
